1,0,1497598602,0
2,0,0,0
3,0,0,0
4,0,1499770706,0
5,0,1498229003,1
6,0,1500024623,0
7,0,1500275012,1
8,0,1492671996,1
9,0,1502110656,1
10,56169024,1500221328,0
11,243680583,1499372821,0
12,74048500,1494581793,0
13,0,1503300840,0
14,0,0,0
15,329485118,1482218195,0
16,0,1505718730,0
17,0,1498636978,0
18,0,1506945400,0
19,56169024,1499859747,0
20,0,1494085473,0
21,41476082,1497352748,0
22,0,1499796506,0
23,0,1492671987,1
24,0,0,0
25,0,1502347687,1
26,98389790,1501580472,0
27,0,1490380152,0
28,74681100,1490625758,0
29,112659506,1505975918,0
30,0,1501786880,0
31,0,1494509650,1
32,0,1500012945,0
33,0,1503300483,1
34,0,1495613189,0
35,0,1496142945,1
36,0,1505718714,0
37,0,0,0
38,81593382,1500041770,0
39,162644211,1499190163,0
40,38864184,1494438383,0
41,92255731,1499428307,0
42,112237516,1503300859,0
43,0,0,0
44,104432620,1497954180,0
45,81593382,1498136531,0
46,134894472,1498136575,0
47,0,0,0
48,0,0,0
49,0,0,0
50,0,0,0
51,0,0,0
52,0,0,0
53,0,0,0
54,0,0,0
55,0,0,0
56,0,0,0
57,0,0,0
58,0,0,0
59,0,0,0
60,0,0,0
61,0,0,0
62,0,0,0
63,0,0,0
64,0,0,0
65,0,0,0
66,0,0,0
67,0,0,0
68,0,0,0
69,0,0,0
70,0,0,0
71,0,0,0
72,0,0,0
73,0,0,0
74,0,0,0
75,0,0,0
76,0,0,0
77,0,0,0
78,0,0,0
79,0,0,0
80,0,0,0
81,0,0,0
82,0,0,0
83,0,0,0
84,0,0,0
85,0,0,0
86,0,0,0
87,0,0,0
88,0,0,0
89,0,0,0
90,0,0,0
91,0,0,0
92,0,0,0
93,0,0,0
94,0,0,0
95,0,0,0
96,0,0,0
97,0,0,0
98,0,0,0
99,0,0,0
